State,City,IBGE Code,Reason,Form,Name,code,Sampling Date,Sampling Loc,Zone,2.4 D + 2.4.5 T  VMP: 30.0 µg/L,Alaclor  VMP: 20.0 µg/L,Aldicarbe + Aldicarbesulfona + Aldicarbesulfóxido  VMP: 10.0 µg/L,Aldrin + Dieldrin  VMP: 0.03 µg/L,Atrazina  VMP: 2.0 µg/L,Carbendazim + benomil  VMP: 120.0 µg/L,Carbofurano  VMP: 7.0 µg/L,Clordano  VMP: 0.2 µg/L,Clorpirifós + clorpirifósoxon  VMP: 30.0 µg/L,DDT + DDD + DDE  VMP: 1.0 µg/L,Diuron  VMP: 90.0 µg/L,Endossulfan (α. β e sais)  VMP: 20.0 µg/L,Endrin  VMP: 0.6 µg/L,Glifosato + AMPA  VMP: 500.0 µg/L,Lindano (gama HCH)  VMP: 2.0 µg/L,Mancozebe  VMP: 180.0 µg/L,Metamidofós  VMP: 12.0 µg/L,Metolacloro  VMP: 10.0 µg/L,Molinato  VMP: 6.0 µg/L,Parationa Metílica  VMP: 9.0 µg/L,Pendimentalina  VMP: 20.0 µg/L,Permetrina  VMP: 20.0 µg/L,Profenofós  VMP: 60.0 µg/L,Simazina  VMP: 2.0 µg/L,Tebuconazol  VMP: 180.0 µg/L,Terbufós  VMP: 1.2 µg/L,Trifluralina  VMP: 20.0 µg/L
CE,TRAIRI,231350,Rotina,SAA,CAGECE TRAIRI,S231350000001,02/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,URUBURETAMA,231380,Rotina,SAA,SISTEMA URUBURETAMA,S231380000001,02/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,5.89,0,0,0,0,,0,0,0,0
CE,UMIRIM,231375,Rotina,SAA,CAGECE UMIRIM,S231375000001,02/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,3.68,0,0,0,0,,0,0,0,0
CE,AMONTADA,230075,Rotina,SAA, SAAE AMONTADA SEDE,S230075000006,02/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,TURURU,231355,Rotina,SAA,SISTEMA URUBURETAMA,S231380000001,02/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,MIRAIMA,230837,Rotina,SAA,CAGECE MIRAIMA,S230837000001,02/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,PACAJUS,230960,Rotina,SAA,CAGECE PACAJUS,S230960000001,03/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,PINDORETAMA,231085,Rotina,SAA,SAAE PINDORETAMA SEDE,S231085000001,03/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,0,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,PEDRA BRANCA,231050,Rotina,SAA,SAAE PEDRA BRANCA SEDE,S231050000001,05/05/2016,Cavalete/Hidrômetro,Rural,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,CHOROZINHO,230395,Rotina,SAA,CAGECE CHOROZINHO,S230395000001,03/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,OCARA,230945,Rotina,SAA,CAGECE OCARA,S230945000001,03/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,HORIZONTE,230523,Rotina,SAA,CAGECE HORIZONTE,S230523000001,03/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,BEBERIBE,230220,Rotina,SAA,SISTEMA BEBERIBE SEDE,S230220000001,03/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,0,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,BANABUIU,230185,Rotina,SAA,SAAE BANABUIU,S230185000001,16/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,1.77,0,0,0,0,,0,0,0,0
CE,SOLONOPOLE,231300,Rotina,SAA,SAAE SOLONOPOLE,S231300000001,05/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,CASCAVEL,230350,Rotina,SAA, CAGECE CASCAVEL SEDE,S230350000001,02/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,IBICUITINGA,230533,Rotina,SAA,CAGECE IBICUITINGA,S230533000002,05/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,CHORO,230393,Rotina,SAA,CAGECE CHORO,S230393000001,05/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,ALTO SANTO,230070,Rotina,SAA,CAGECE ALTO SANTO,S230070000001,04/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,0,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,IBARETAMA,230526,Rotina,SAA,SISTEMA IBARETAMA SEDE,S230526000001,05/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,ERERE,230427,Rotina,SAA,CAGECE ERERE,S230427000001,04/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,0.63,0,0,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,MILHA,230835,Rotina,SAA,SAAE MILHA CIDADE,S230835000001,05/05/2016,Torneira antes da reservação,Rural,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,JAGUARIBARA,230680,Rotina,SAA,CAGECE NOVA JAGUARIBARA,S230680000001,04/05/2016,Cavalete/Hidrômetro,Rural,,0,,0,0,,0,0,,0,0,0,0,,,,,6.59,0,0,0,0,,0,0,0,0
CE,JAGUARIBE,230690,Rotina,SAA,SAAE JAGUARIBE SEDE,S230690000001,04/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,,,0.08,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,SENADOR POMPEU,231270,Rotina,SAA,CAGECE SENADOR POMPEU,S231270000001,05/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,PEREIRO,231080,Rotina,SAA,CAGECE PEREIRO SEDE,S231080000001,04/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,POTIRETAMA,231123,Rotina,SAA,SISTEMA POTIRETAMA,S231123000001,04/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,QUIXERE,231150,Rotina,SAA,SISAR BOQUEIRÃO,S231150000003,04/05/2016,Cavalete/Hidrômetro,Rural,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,TABULEIRO DO NORTE,231310,Rotina,SAA,SISTEMA TABULEIRO DO NORTE,S231310000001,10/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,SAO JOAO DO JAGUARIBE,231250,Rotina,SAA,SAAE SAO JOAO DO JAGUARIBE,S231250000001,10/05/2016,Cavalete/Hidrômetro,Rural,,0,,0,,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,IRACEMA,230600,Rotina,SAA,CAGECE DISTRITO EMA,S230600000002,12/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,GUARACIABA DO NORTE,230500,Rotina,SAA,SISTEMA TIANGUA GUARACIABA DO NORTE ,S230500000001,18/04/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,,0,,,,,0,0,,0,0,,0,0,0,0
CE,VICOSA DO CEARA,231410,Rotina,SAA,SISTEMA TIANGUA VICOSA DO CEARA ,S231410000008,11/04/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,,0,0
CE,APUIARES,230090,Rotina,SAA,CAGECE APUIARES,S230090000001,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ITAPIPOCA,230640,Rotina,SAA,SISTEMA DESERTO,S230640000003,02/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0.013,0
CE,CAUCAIA,230370,Rotina,SAA,SISTEMA GAVIAO,S230440000002,02/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,GENERAL SAMPAIO,230460,Rotina,SAA,CAGECE GENERAL SAMPAIO,S230460000001,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,PENTECOSTE,231070,Rotina,SAA,CAGECE SEBASTIAO DE ABREU,S231070000002,01/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,PARACURU,231020,Rotina,SAA,SISTEMA POCO DOCE ,S231020000002,01/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,SAO GONCALO DO AMARANTE,231240,Rotina,SAA,SAO GONCALO DO AMARANTE,S231240000001,02/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,PARAIPABA,231025,Rotina,SAA, CAGECE PARAIPABA,S231025000001,09/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,SAO LUIS DO CURU,231260,Rotina,SAA,SISTEMA CROATA,S231240000005,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,TEJUCUOCA,231335,Rotina,SAA,CAGECE TEJUCUOCA,S231335000001,09/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ACARAU,230020,Rotina,SAA,CAGECE ACARAU,S230020000001,11/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,CRATEUS,230410,Rotina,SAA,CAGECE CRATEUS,S230410000001,17/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,BARRO,230200,Rotina,SAA,SISTEMA BARRO,S230200000001,31/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,BREJO SANTO,230250,Rotina,SAA,CAPILÉ,S230250000007,31/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0.37,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,JATI,230720,Rotina,SAA,SISTEMA JATI,S230720000001,31/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,MAURITI,230810,Rotina,SAA,SISTEMA MAURITI ,S230810000001,31/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,MILAGRES,230830,Rotina,SAA,SISTEMA MILAGRES,S230830000001,31/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,PENAFORTE,231060,Rotina,SAA,SISTEMA PENAFORTE,S231060000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,3.6,0,0,0,0,,0,0,0,0
CE,PORTEIRAS,231110,Rotina,SAA,SISTEMA PORTEIRAS,S231110000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,3.6,0,0,0,0,,0,0,0,0
CE,BELA CRUZ,230230,Rotina,SAA,CAGECE BELA CRUZ,S230230000001,11/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0
CE,IPAPORANGA,230565,Rotina,SAA,SERVICO AUTONOMO DE AGUA E ESGOTO DE IPAPORANGA,S230565000001,16/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,CRUZ,230425,Rotina,SAA,CAGECE CRUZ,S230425000002,06/06/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0
CE,ITAREMA,230655,Rotina,SAA,SISTEMA ITAREMA,S230655000001,11/05/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,JIJOCA DE JERICOACOARA,230725,Rotina,SAA,CAGECE PRAIA DE JIJOCA JERICOACOARA,S230725000001,11/05/2016,Cavalete/Hidrômetro,Rural,,0,,0,0,,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0
CE,MARCO,230780,Rotina,SAA,CAGECE DE MARCO,S230780000001,11/05/2016,Cavalete/Hidrômetro,Urbana,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,,0,0,0,0
CE,MORRINHOS,230890,Rotina,SAA,CAGECE MORRINHOS,S230890000001,06/06/2016,Torneira antes da reservação,Urbana,,0,,0,0,,0,0,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0
CE,MONSENHOR TABOSA,230860,Rotina,SAA,CAGECE MONSENHOR TABOSA,S230860000001,16/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,NOVA RUSSAS,230930,Rotina,SAA,SAAE NOVA RUSSAS,S230930000001,17/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,NOVO ORIENTE,230940,Rotina,SAA,CAGECE NOVO ORIENTE,S230940000001,17/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,QUITERIANOPOLIS,231126,Rotina,SAA,CAGECE QUITERIANOPOLIS,S231126000001,17/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,TAMBORIL,231320,Rotina,SAA,CAGECE TAMBORIL,S231320000001,17/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,IPUEIRAS,230590,Rotina,SAA,SAAE IPUEIRAS,S230590000001,16/05/2016,Cavalete/Hidrômetro,Rural,,0,,0,0,,0,0,,0,,0,0,,,,,0,0,0,0,0,0,0,0,0,0
CE,ALTANEIRA,230060,Rotina,SAA,SISTEMA ALTANEIRA,S230060000002,30/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ANTONINA DO NORTE,230080,Rotina,SAA,CAGECE ANTONINA DO NORTE,S230080000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ARARIPE,230130,Rotina,SAA,CAGECE ARARIPE,S230130000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ASSARE,230160,Rotina,SAA,CAGECE ASSARE,S230160000001,27/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,CRATO,230420,Rotina,SAA,SAAEC CRATO SEDE,S230420000001,30/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,NOVA OLINDA,230920,Rotina,SAA,SISTEMA NOVA OLINDA,S230920000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,FARIAS BRITO,230430,Rotina,SAA,SISTEMA FARIAS BRITO,S230430000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,POTENGI,231120,Rotina,SAA,CAGECE POTENGI,S231120000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,SANTANA DO CARIRI,231210,Rotina,SAA,SISTEMA SANTANA DO CARIRI ,S231210000001,30/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,TARRAFAS,231325,Rotina,SAA,CAGECE TARRAFAS,S231325000001,30/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,VARZEA ALEGRE,231400,Rotina,SAA,SISTEMA VARZEA ALEGRE,S231400000001,30/05/2016,Reservatório de distribuição,Rural,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0
CE,AQUIRAZ,230100,Rotina,SAA,CAGECE AQUIRAZ SEDE,S230100000005,31/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,FORTALEZA,230440,Rotina,SAA,SISTEMA GAVIAO,S230440000002,31/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ITAITINGA,230625,Rotina,SAA,CAGECE ITAITINGA,S230625000001,30/05/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ALCANTARAS,230050,Rotina,SAA,CAGECE ALCANTARAS,S230050000001,23/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,CARIRE,230310,Rotina,SAA,CAGECE CARIRE,S230310000001,15/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,CATUNDA,230365,Rotina,SAA,CAGECE CATUNDA,S230365000002,22/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,COREAU,230400,Rotina,SAA,SIETEMA VARZEA DA VOLTA COREAU MORAUJO,S230880000001,15/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,FRECHEIRINHA,230450,Rotina,SAA,CAGECE FRECHEIRINHA,S230450000001,15/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,FORQUILHA,230435,Rotina,SAA,CAGECE FORQUILHA,S230435000001,15/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,GROAIRAS,230490,Rotina,SAA,CAGECE GROAIRAS,S230490000001,08/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,GRACA,230465,Rotina,SAA,SISTEMA LAPA ,S230465000002,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0
CE,HIDROLANDIA,230520,Rotina,SAA,SISTEMA IRAJA HIDROLANDIA,S230520000001,08/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,IRAUCUBA,230610,Rotina,SAA,CAGECE IRAUCUBA,S230610000001,15/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,EUSEBIO,230428,Rotina,SAA,SISTEMA GAVIAO,S230440000002,31/05/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0
CE,MASSAPE,230800,Rotina,SAA,SISTEMA IPAGUASSU MIRIM MASSAPE,S230800000001,15/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,MERUOCA,230820,Rotina,SAA,CAGECE MERUOCA,S230820000001,08/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,MUCAMBO,230900,Rotina,SAA,SISTEMA MUCAMBO,S230900000001,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,MORAUJO,230880,Rotina,SAA,SIETEMA VARZEA DA VOLTA COREAU MORAUJO,S230880000001,29/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,PACUJA,230990,Rotina,SAA,SISTEMA PACUJA,S230990000001,15/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,PIRES FERREIRA,231095,Rotina,SAA,SISTEMA MARRUA DOS ROSAS,S231095000001,22/06/2016,Cavalete/Hidrômetro,Rural,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,RERIUTABA,231170,Rotina,SAA,SISTEMA RERIUTABA,S231170000001,15/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,SANTA QUITERIA,231220,Rotina,SAA,SISTEMA SANTA QUITERIA,S231220000001,15/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,SENADOR SA,231280,Rotina,SAA,SISTEMA URUOCA SENADOR SA,S231390000001,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,SANTANA DO ACARAU,231200,Rotina,SAA,CAGECE SANTANA DO ACARAU,S231200000001,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,URUOCA,231390,Rotina,SAA,SISTEMA URUOCA SENADOR SA,S231390000001,08/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,VARJOTA,231395,Rotina,SAA,SISTEMA VARJOTA,S231395000001,06/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,INDEPENDENCIA,230560,Denúncia,SAI,ACUDE DE JABURU,I230560000011,13/09/2016,ACUDE-ACUDE CUPIM,Rural,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,ACOPIARA,230030,Rotina,SAA,CAGECE ACOPIARA,S230030000001,17/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,CARIUS,230330,Rotina,SAA,CAGECE CARIUS,S230330000001,17/06/2016,Cavalete/Hidrômetro,Rural,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,CATARINA,230360,Rotina,SAA,CAGECE CATARINA,S230360000001,17/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,DEPUTADO IRAPUAN PINHEIRO,230426,Rotina,SAA,SERVICO AUTONOMO DE AGUA E ESGOTO DE IRAPUA PINHEIRO,S230426000002,16/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,IGUATU,230550,Rotina,SAA,SAAE IGUATU,S230550000001,17/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,JUCAS,230740,Rotina,SAA,SAAE JUCAS,S230740000001,17/06/2016,Cavalete/Hidrômetro,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,LIMOEIRO DO NORTE,230760,Rotina,SAA, TOME,S230760000003,04/05/2016,Cavalete/Hidrômetro,Rural,,0,,0,0,,0,0,,1.03,0,0,0,,,,0,0.15,0,0,0,0,0,0,0,0,0
CE,MOMBACA,230850,Rotina,SAA,CAGECE MOMBACA,S230850000001,17/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,PIQUET CARNEIRO,231090,Rotina,SAA,CAGECE PIQUET CARNEIRO,S231090000001,17/06/2016,Cavalete/Hidrômetro,Rural,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,QUIXELO,231135,Rotina,SAA,SAAE QUIXELO SEDE,S231135000001,17/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
CE,SABOEIRO,231190,Rotina,SAA,CAGECE SABOEIRO,S231190000001,17/06/2016,Torneira antes da reservação,Urbana,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
